transcripts,score
"At 6:48 this morning, I watched this beautiful sunrise over the Atlantic Ocean on the. Outer Banks of North Carolina. You could see seagulls, Pelicans, cranes, little hermit crabs everywhere, Fischer happy. And it just makes me think. Are my kids going to be able to see this same beautiful sunrise with all of God's creatures up and down the sand? Some days I'm not so sure 'cause if you look out here you also see tire tracks. They let cars go up and down the beach, which scares me for the tiny little animals that live everywhere. They let fishing occur and big oil rigs stand off the coast. Are we sure that that's not going to cause a problem? Are we sure that everything that we need to look like we do today is not out there today? Now I stand and I look at the sound. I'm waiting for the sun to set over the beautiful sound. The trees, the light glimmering off the water just makes me think. Is this what we're going to see, or is the sun going down on on nature as we know it today? My message to you. Is to be the least impactful that you can. And keep our world beautiful.",6.0
"Imagine having 15 to 20 friends over for dinner and you have to cook and serve them something you never made before. What results do you expect? Chaos. On certainty. Maybe poor quality. This is exactly what happens to a product developer when he attempts to launch a new beverage without following the steps of product development. In order to avoid this, he must follow the following four steps. Firstly. A technical feasibility assessment. Is it even technically feasible to make this product? Do you have all the materials you need, and does it even make sense to make it at the scale that you want to make it in? Secondly, recipe option developments. You need to combine different variables. In order to come up with different recipe options to land at your best recipe state. So do you want lose sweetness or high sweetness, intense flavor or subtle flavor? Thirdly. Recipe validation. Gather all your recipe options together and put it before it professional panel and then get them to select or validate the best tasting recipe. Fort Lee, now that you know how your recipe performs, I'm your best recipe on a small scale. Go on to scale it up to a large scale and then you can get a product that tastes the same way on small scale and can serve multiple persons now that you know this. I want to encourage you to go for um. Ship go for launching your beverages. Following this four steps of product development.",7.0
"Imagine drinking a beer. And it's overwhelmed with. An intense banana flavor or a lot of C were. Garlic off aromas. What memory comes to you there? A lot of bad bear. Not to be at all. You're probably right. I would like to talk to you about off flavors in beer. Off flavors are flavor notes that occur in beer as a result of something going wrong in the process, and it can be an excess of a positive attribute in beer or a setting off aroma. They are usually caused by two major reasons. First one. Raw materials. Most of your ah flavors or call in beer when you choose or utilize the wrong raw materials. It could be that you use a raw material that was stored under very horrible conditions that impact in negative flavors in beer, or it could be just using the bad raw material from a bad supplier. Secondly. Something going wrong in your process and this is phenomenal and underlies the very important of having the process done under strict procedures. So right temperatures, right control gives you the right flavors in beer. Process and raw materials are two significant. Parts of your beverage or beer developments. I would like to encourage you, now that you know this, when you take the next bottle or kind of beer, no. The details that goes into making great quality beer.",6.0
"Have you ever had a sip of beer? In a pub. An experienced terrible flavors. What did you think? Bad beer, right? This is called. Off flavors in beer. And. I would like to talk to you about the two major causes for that. Firstly, the use of contaminated raw materials. This is basically transferring the off flavors from the materials directly into the beer and spoiling the beer. Secondly, process deviation making a good bear involves strict process adherence to standard operating procedures and his slight deviation from the standard procedure could spoil the beer. Now that you know the two major causes of bad bears when next you have a glass of good beer, be sure to appreciate the Brewer who was careful to adhere to these two things.",
"In 2020. Sam, well done. Was executed. For. Being found guilty of capital murder. In retrospect, people who knew him said he was very Mal violent as a child. And this tendency is magnified as he grew older. The big question is. Where were his parents? Where were they in his growing up? Um, it to remember the quote that says train up a child in the way he should grow and when he does grow up he won't depart from it. I would like to talk to you about three things proper training of a child can do in order to prevent them for being menaces in the society firstly. Giving them a proper value system. If value systems important can never be overemphasized because it really gives the child with a program is software that he can actually run with. A good value system programs the child to be good for the rest of his life, and a bad one does just the exact opposite. Secondly, being present with a child during his growing up, parents must realize that we need to be there for our children and not compromise on this because. Of advantages we can get by gaining promotions at work and all of that. This cannot be overemphasized, because being present with your child makes you observe things that you can change. Lastly, love, love, love your child. The importance of love brings about a lot of benefits to the child, and I do hope that now that we know these three things, we will pay attention to properly raising our children in order to avoid another. Case of Sam, well done.",7.0
"Michael Jordan has called a total of 33,000 points in his career. Wow, impressive. But someone might actually ask, well, what's the big deal? How does that compare to someone like Kareem Abdul Jabbar, who has called a total of 40,000 points in his career? Well, the answer is simple if you look at this chart. Unlike Kareem who has called a total of 40,000 points. He has also played 16. 100 games. On the other hand, Michael Jordan has scored 33,000 points but has played far less. Games are just about 8100, approximately. This basically takes his games his points per game average to 30 points per game against Kareem, who has 24 points per game, while Michael Jordan is clearly the greatest.",7.0
"I would like to find out. By getting a response from you on the chat, how many of you are conscious of your sugar intake in beverages? By. Substituting within natural substitute like stevia. So if you like sugar, type sugar in your beverage. And if you think Stevia is a good alternative, type stevia in the chat. I see lots of stevia.",7.0
"Now that you know that both. Sugar and alternative sweeteners have their pros and cons. And you also know that moderation is the most vital aspect of health and Wellness. I want you to make a commitment today. To ensure that in whatever you consume, whatever you feed upon, and show that you do it in moderation.",7.0
"My name is leakage cool photo and I work for Heineken Beverage Company. My company is a leader in. The development, manufacturing and marketing of both alcoholic and non alcoholic beverages and we do it in. The. Most excellent way that you can think about with best practice and quality standards that are globally recognized. Aside. Being number one when it comes to proficiency and efficiency in the way we manufacture our beverages. Heinekin gives particular attention in a strategy. Towards the subject of sustainability. And in doing that, what we do focus on is how can we make this great quality beverages that satisfy our consumers. In a way that. Is sustainable for the environment, for the people, for the welding general. And doing this is vital to us because we don't just want to be known as the company that makes great beers, but the company who makes it in a responsible way. Now that you know about this, next time you think about Heineken, I want you not just to think about good quality products, but also responsible Brewer.",
"Three weeks ago. I delivered a motivational talk on the power of sight. And I got very valuable feedback on how well I delivered an excellent speech. In doing that, I utilized. Very strong language, avoided week language and post a lot. Struck a good balance between speed staccato and. My temple. But it was not all of that that drew the excellent feedback that I received from my audience. It was the power of my opening. I open brilliantly using body polls and that did three things for me. It immediately broke the ice in a very nice way. Established a connection with the audience on my subjects. And study the temple that was going to be very remarkable and.",7.0
"So how did up in my goal today? I'm still early careers, I. Went to Uni, did a business management degree and I did a placement year here at GE. It was a project management role. I took it because my degree was um sub project management. So his business management and project management as a. Primary focus and I um. Did that placement. I got to know the team really well. I learned a lot by the engineering department here. I, um worked with many different aspects of the engineering um divisions. And learn a lot about how they operate. I learned about the operating rhythm, the um. Forecasting with them and that's why so specialized here as my current role err which I rolled off after my placement, they gave me a job offer as er up specialists in engineering. That's what our team is. We specialize in operations. Making sure, um, that we facilitate the data and we make sure it has integrity and to follow up actions based on what the data tells us. Yeah. Speak partly 100 seconds. Um. I didn't expect to be in an engineering UM operations role as I don't have an engineering background, but I've come to get good grip of it I. Really enjoyed working in engineering environment and I think I. Understand it quite well, one of the. Um, one point aspects. Um right now is um, Arceneaux Terrance, so. It's my job to reassure that we are complying with meeting her milestones and understanding if we do not meet our milestones, why didn't we meet them and going down to root causes and using softly in philosophy to get there.",3.0
"So I'll be talking about a program I use called the Riku. This is a dope data processing tool that I used to do most of my work. So usually we do something, we choose Excel, everyone is excel, we choose our Excel macros, and um, we'd have various plugins to do different sort manipulation to the data that we use. And the issue we have with this is. It could be quite slow sometimes and there's no sort of standard work and its limitations to what those what those plugins can help us do. So we use data Riku and it makes um. It does use Excel macro speak to step by step and it goes through a process flow so Weaver access data through the data lake or we do manual uploads and um. Then we take it step by step. During step, simulated data and it's like a standard flow. So I'll do uh, prepare to say concatenate or join or stack datasets, do certain formulas, different expressions and it shows that that process in eh sort map and then that way it creates a standardized way to update the flow. So that we will have links that will um even pull from the data lake or will have our manual uploads and in women get New Deal, we just go in, refresh it and then we click run and also do all those process steps in one big girl. And this means that anyone in our team can take over or work if we're away and it um again allows us to do that next level of um. Date manipulation and then we can also at the end of that when we do the exports to upload it to our visualizations, we could upload that to ER dealing as well and then make applications such as Spotfire then um pushed directly from there. So just sort of helps with the whole process that makes it quicker, makes update live and yeah.",3.0
"So my vote at GE is an engineering operations specialist, UM, in this role I am a facilitator of data. So there's different um, metrics and KP eyes that we track and make sure we adhere to and we will pull up to the higher ups such as um, Kevin Kantor, so on. And um, we essentially get the data. Medically analyze it. Do uh, prios through a standard stuff and then assess whether or not we are meeting our KP eyes or we meet not benchmarks while and then we'd go down into root causes. Understand essentially why are we missing, why are we not missing uh? Are we, um, setting up boundaries too low? Are we underestimating what we are doing? And then we report that up so when will get sort interrogated on our and their metrics to better understand it and will basically defenders say This is why. And this is how we can fix this, how we can improve the business going forward.",3.0
"So my dream holiday location would be to go to Singapore. Think I'll convince friends go with me 'cause ah lovely weather year round. It's a very warm. It's a tropical climate so maybe a bit humid but unusually mind that too much and um yeah. So it just seems like a really nice place. Haven't been there but I'm trying to get this soon. Lovely gardens there. I like the sort of architecture and landscape. It's a quite small condensed place as well, so I'm sure we can get a lot done in a short time. I believe there's some amusement parks and stuff like that as well. They've got nice zoo. Universal World I think is there and. Yeah, over. I bet the food taste great as well and it's just a very futuristic sort of landscape.",
"I would describe the workplace here to be very adaptive. A very um. It's a matrix structure, so. I solve reports people higher up and I've got people however, they may as well that send me stuff. You know, it's no sort of defined organization structure. So it's a very good place to get some higher up opportunities quite early in my career. That's where how I view it. And the work place here is um. I think they're a bit overprotective on their source security staff on site. They've got me in this err weird soundproof booth 'cause they don't move recording anything but. I don't think there's really not much stuff here that's protective, but either way. Um. But yeah, I think it's a very inclusive um. Organization. Yeah, I have no complaints. Servo nicer.",2.0
"I I didn't see any metric for number I should use of. Any day for our use of um, synergist mentioned, which is, uh, something about how many pounds of garbage we dispose of everyday. And or every month or something like that. But first of all is in pounds, I think I'll just kilograms. So I think it's roughly would be like 2 1/2 kilograms a month or something like that. And I think the best way to visualize visitors that would be um breakdown how much space that would take up and where that ends up. So if it's um. 5 kilograms a month for, say, who saves a kilogram of um. Wasting a week. So. Uh. His eyes, how much space they take up. So don't call me off guard err. Yeah, think about this. But I am, um, probably not too hard to cut down on how much waste we do let go because. Never know. It ends up usually ends up in the landfill and it just accumulates over time. It's bad for the environment.",4.0
"Imagine having 15 to 20 friends over for dinner and you have to cook and serve them something you never made before. What results do you expect? Chaos. On certainty. Maybe poor quality. This is exactly what happens to a product developer when he attempts to launch a new beverage without following the steps of product development. In order to avoid this, he must follow the following four steps. Firstly. A technical feasibility assessment. Is it even technically feasible to make this product? Do you have all the materials you need, and does it even make sense to make it at the scale that you want to make it in? Secondly, recipe option developments. You need to combine different variables. In order to come up with different recipe options to land at your best recipe state. So do you want lose sweetness or high sweetness, intense flavor or subtle flavor? Thirdly. Recipe validation. Gather all your recipe options together and put it before it professional panel and then get them to select or validate the best tasting recipe. Fort Lee, now that you know how your recipe performs, I'm your best recipe on a small scale. Go on to scale it up to a large scale and then you can get a product that tastes the same way on small scale and can serve multiple persons now that you know this. I want to encourage you to go for um. Ship go for launching your beverages. Following this four steps of product development.",7.0
"Imagine drinking a beer. And it's overwhelmed with. An intense banana flavor or a lot of C were. Garlic off aromas. What memory comes to you there? A lot of bad bear. Not to be at all. You're probably right. I would like to talk to you about off flavors in beer. Off flavors are flavor notes that occur in beer as a result of something going wrong in the process, and it can be an excess of a positive attribute in beer or a setting off aroma. They are usually caused by two major reasons. First one. Raw materials. Most of your ah flavors or call in beer when you choose or utilize the wrong raw materials. It could be that you use a raw material that was stored under very horrible conditions that impact in negative flavors in beer, or it could be just using the bad raw material from a bad supplier. Secondly. Something going wrong in your process and this is phenomenal and underlies the very important of having the process done under strict procedures. So right temperatures, right control gives you the right flavors in beer. Process and raw materials are two significant. Parts of your beverage or beer developments. I would like to encourage you, now that you know this, when you take the next bottle or kind of beer, no. The details that goes into making great quality beer.",8.0
"Have you ever had a sip of beer? In a pub. An experienced terrible flavors. What did you think? Bad beer, right? This is called. Off flavors in beer. And. I would like to talk to you about the two major causes for that. Firstly, the use of contaminated raw materials. This is basically transferring the off flavors from the materials directly into the beer and spoiling the beer. Secondly, process deviation making a good bear involves strict process adherence to standard operating procedures and his slight deviation from the standard procedure could spoil the beer. Now that you know the two major causes of bad bears when next you have a glass of good beer, be sure to appreciate the Brewer who was careful to adhere to these two things.",
"In 2020. Sam, well done. Was executed. For. Being found guilty of capital murder. In retrospect, people who knew him said he was very Mal violent as a child. And this tendency is magnified as he grew older. The big question is. Where were his parents? Where were they in his growing up? Um, it to remember the quote that says train up a child in the way he should grow and when he does grow up he won't depart from it. I would like to talk to you about three things proper training of a child can do in order to prevent them for being menaces in the society firstly. Giving them a proper value system. If value systems important can never be overemphasized because it really gives the child with a program is software that he can actually run with. A good value system programs the child to be good for the rest of his life, and a bad one does just the exact opposite. Secondly, being present with a child during his growing up, parents must realize that we need to be there for our children and not compromise on this because. Of advantages we can get by gaining promotions at work and all of that. This cannot be overemphasized, because being present with your child makes you observe things that you can change. Lastly, love, love, love your child. The importance of love brings about a lot of benefits to the child, and I do hope that now that we know these three things, we will pay attention to properly raising our children in order to avoid another. Case of Sam, well done.",7.0
"Michael Jordan has called a total of 33,000 points in his career. Wow, impressive. But someone might actually ask, well, what's the big deal? How does that compare to someone like Kareem Abdul Jabbar, who has called a total of 40,000 points in his career? Well, the answer is simple if you look at this chart. Unlike Kareem who has called a total of 40,000 points. He has also played 16. 100 games. On the other hand, Michael Jordan has scored 33,000 points but has played far less. Games are just about 8100, approximately. This basically takes his games his points per game average to 30 points per game against Kareem, who has 24 points per game, while Michael Jordan is clearly the greatest.",7.0
"I would like to find out. By getting a response from you on the chat, how many of you are conscious of your sugar intake in beverages? By. Substituting within natural substitute like stevia. So if you like sugar, type sugar in your beverage. And if you think Stevia is a good alternative, type stevia in the chat. I see lots of stevia.",7.0
"Now that you know that both. Sugar and alternative sweeteners have their pros and cons. And you also know that moderation is the most vital aspect of health and Wellness. I want you to make a commitment today. To ensure that in whatever you consume, whatever you feed upon, and show that you do it in moderation.",8.0
"My name is leakage cool photo and I work for Heineken Beverage Company. My company is a leader in. The development, manufacturing and marketing of both alcoholic and non alcoholic beverages and we do it in. The. Most excellent way that you can think about with best practice and quality standards that are globally recognized. Aside. Being number one when it comes to proficiency and efficiency in the way we manufacture our beverages. Heinekin gives particular attention in a strategy. Towards the subject of sustainability. And in doing that, what we do focus on is how can we make this great quality beverages that satisfy our consumers. In a way that. Is sustainable for the environment, for the people, for the welding general. And doing this is vital to us because we don't just want to be known as the company that makes great beers, but the company who makes it in a responsible way. Now that you know about this, next time you think about Heineken, I want you not just to think about good quality products, but also responsible Brewer.",
"Three weeks ago. I delivered a motivational talk on the power of sight. And I got very valuable feedback on how well I delivered an excellent speech. In doing that, I utilized. Very strong language, avoided week language and post a lot. Struck a good balance between speed staccato and. My temple. But it was not all of that that drew the excellent feedback that I received from my audience. It was the power of my opening. I open brilliantly using body polls and that did three things for me. It immediately broke the ice in a very nice way. Established a connection with the audience on my subjects. And study the temple that was going to be very remarkable and.",7.0
"Imagine it's Thanksgiving Day. You just had a really rich, tasty meal, but you want something lighter in crisp. Well, something healthy. I want to give you an option you may not have thought about. Okra. So here's what I want you to do. 3 steps. One, I want you to go to your farmers market and select the most fresh okra you could find. No brown spots, no can do there. Two, I want you to go to your oven and set it at 3:50, about 3:50. And then you're going to roast your okra until the edges are nice and brown and crispy. This is about 10:10 to 12 minutes. Three, once they're fork tender, I want you to remove them from the oven and sprinkle some salt and cumin and whip up a nice side of garlic aioli. Spread it all over the okra and then take it out of the oven and serve it to your loved ones on your Thanksgiving spread. Now, what do you need to do? You need to this Sunday before Thanksgiving, go to the farmers market at Westfield, go to farmer rob stand and use these three coupons that I've provided for you. That should get you about half pound of okra, exactly what you need. I'm confidence that if you follow these 123 steps, you will have the most incredible. Incredible okra of your life. Thanks for listening. You will not regret. It will be healthy, tasty and crisp. Thanks for listening. Let me know what you decide.",8.0
"Audience. How long do you think the average person spends watching YouTube every single down their phone? I want you to give me a number from zero to 60 minutes. OK. I'm hearing about 15 minutes. The average is actually 30 minutes and it's part of the team that facilitates that. Youtubes product, partnerships team. What do I do? I craft strategies, define Instructure partnerships, negotiate agreements, and cultivate relationships. To facilitate cross functional app distribution. What does that really mean? It means I work cross functionally to identify and execute very complex app distribution efforts so that you can see the app content you want on your phone. Now if there's ever an app you want to see on your YouTube channel on your phone and it's not getting there, just let me know and I'll make sure we get that settled for you. Thank you. Bye.",
"Imagine you're in line at Starbucks. Chances are that the person in front and behind you has spent at least 40 minutes watching YouTube on their phone. That's crazy. I'd love to know how many minutes a day do you spend watching YouTube? Is it zero to 10? 10 to 20. Or more than 20 minutes a day. Fred, OK. It sounds like 20 minutes on average is what we're seeing here. That's a lot of content and as part of YouTube's product partnership team, I helped drive and growth. Grow youtubes many products by creating new business opportunities through partnerships for their mobile devices. And as part of that role, what do I do? One, I craft strategies to I define in structured partnerships, partnerships, 3I negotiate agreements, and four I cultivate relationships, all to promote cross functional app distribution. What does this mean? How do I really do this? Well, I work cross functionally to identify and execute any kind of complex app distribution strategy and partnerships effort to drive distribution, meaning more YouTube on more mobile devices. This is what I want you to do. The next time you're on your phone and you want to see app content but it's not coming up clearly on YouTube, send me a ping L Decker at Google and I look straight away to see how we can integrate that content into our app portfolio. Thanks for listening.",8.0
"Imagine you're single mother of three children. You want to up your income by $20,000 or so a year, and you've been eyeing a potential accountant position. The problem is, the nearest university that can accredit you is 200 miles away and charges $40,000 a year. You can't do that. You can't leave your kids at home. You can't quit your job. There aren't a lot of options for you. That's why I want to propose that we invest in community colleges, local community colleges, and that we subsidized their costs. This is what we do in the state of California, City of San Francisco, to great effect. Now, by show of Hands, who here has taken a Community College class? Joe. OK. What class did you take? Anthropology, great. Awesome. Sounds like it expanded your horizons. Now let's talk a little bit more about why I think this is such a great, compelling idea one. Community colleges focus on workforce training, applied learning. This is what we need to boost. Certain segments of our workforce like nursing, like plumbing and they also tend to have really great arrangements for continuing education. So transfer rates from Santa Monica College to UCLA or about 50%. So even if you can't get your entire degree, you can transfer complete your degree 2 proximity to home. A lot of students can't leave home purchase an apartment in a new location. They need to stay close and take care of their family. This is what Community College enables 3 flexibility. Flexibility to work from home, close to home and provide for your families. Everyone, I want you to take this piece of paper I shared. Write your congressman's name and please add this message advocating for increased funds for Community College.",7.0
"Did you know that in 500 BC 40% of all property? Was owned by women. To give you a little bit more insight into how much that is. That's roughly the size of Rhode Island. I want you to think about what was it that made Spartan women so powerful? Relative to men and what are some practices we can apply to our current nation? Well, one might be voting rights. Women in Sparta owned property. This was not the case across any of the other Greek territories. To. Women in Sparta were highly educated, and they had. A much greater chance of educating and informing their peers to make a decision.",4.0
"Audience. How many miles do you think the average American under the age of 80 walks? Every. Single day. I want you to show me this with your hands if it's less than half a mile. Here if it's less than one mile and here if it's less than three. Those of you who said less than half a mile or right, it's only about. Point 1/4 of a mile just a few steps. I have a solution for you how to use your Fitbit to track and motivate your daily foot count.",8.0
"Now that I've explained to you why it's so important to get those daily steps in for your health, mental health and well-being, I want you to take this one step go to settings on your phone. OK. And click uh, goal of three miles a day to be logged on your phone. Add me, Layla, as your accountability buddy. And lastly, set a reminder to text me every week with your progress. Together, we can make incredible improvements in your health.",8.0
"I work at a stall small start up by the name of Google if you've heard of it. Google's mission is to organize the world's information and make it universally accessible. But what does that really mean? Who here has had something they wanted to search for, but they didn't want to spend hours and hours combing through all of the Internet content? This is what Google allows you to do quickly and efficiently. Now by shop TYT by short pants. How many times have you used Google within the past hour since you got to this conference? OK. I'm seeing about five hands, John. Can you tell me what kind of searches you do? OK, I'm hearing anything everything ranging from. Knowledge. Learning more about a topic to actioning on something. Finding a real estate agent to three. Watching videos. Entertainment. Those are the three purposes we serve. Why does Google do this? What is the benefit? In addition to serving this humanitarian mission, it's to be able to cultivate advertising revenue. That is what funds Google's operations and the incredible talent that built out the search algorithms. Specifically, that means. The more relevant search results we can show. We can also provide targeted advertisements that folks click on. Google then receives a share of the sales that are generated from that. Thank you.",
The biggest ah ha for me. Is truly hearing just how many filler words I use as well as our very senior leadership team. And the reason this is stuck with me is I now see just how much it robs you of your authority. Going forward. What I'm going to be doing is to choose to pause. When the right words don't come immediately. This shows confidence. This strengthens my message. And. This communicates. That I have a clear consistent. Train of thought. And I'm not scattered. This is what it takes to appear professional. Thank you.,8.0
"How many of you know what your cholesterol level is? I'm sure you don't, because one in three people have never checked it first of all. And that's number is even higher when you get older, which is when you need it the most. And women are a little bit better going to the doctor that men, but not much. We do know also that one in four women have not gotten any care because of the pandemic. And the effect of this people don't realize is the entire society is affected by the pandemic but also in the medical care down the line. So for example, if you are a woman who's pregnant, you have a baby and that baby is born pre term or you have high blood pressure in pregnancy. That baby and you are at higher risk of heart disease when you're at age 40 or your baby when your babies at age 40 or higher risk of heart disease. So everything we do now, even in utero, effects what happens to you later in life. In addition, some of those genetic things can change over time. So the moms pregnant, if you eat the wrong foods, if you have as I said, hi Phillip, pressure, hypertension, their epigenetic changes that happen in the baby that will not show really until their age 40. So the real way for people to take care of their health is right from the beginning. And so now as we think about how to do public health and improve the care of everyone worldwide, there has to be more attention to pregnant moms and those babies in neutral if you want to make a difference in the future. Nice.",5.0
"How many of you know your blood pressure? I bet. None of you have checked it in the past month. Blood pressure can determine your life's. Expectancy, mostly because high blood pressure affects your heart, lungs, kidneys. Blood vessels all throughout your body. It is critical that people. No, it treated and keep track of it for the life of your health. This is particularly important when moms are pregnant. Because that baby in Nuro has many, many effects from being affected by those blood vessels. When you have high blood pressure. Your blood vessels constrict. Blood flow goes down to the placenta. And that affects the long term health of that baby. So what can we do? Of importance. Is going to the doctor. Now. Pregnant. Non pregnant. Go now. Check your blood pressure. Check your cholesterol. And do those preventive care measures then you need. It takes a long time to get ourselves into that heaven. But in addition, those things can make a huge, huge difference. Save your life. And more importantly, that of your family.",6.0
"How many of you know your blood pressure? Well, you are not alone. Most people do not know it. Blood pressure effects all aspects of our bodies, our brains, heart, kidneys, really everything. It really can make or break us. Did you know it's very easy to treat it? Four things. Doctor checkup. Blood pressure monitoring. Diet and exercise. Those four things collectively. Can make and huge difference in your life. And you will see the benefit. Go do it.",
"How many of you know that your birth weight? Can determine your health long term. How many of you realized that what happened to you already in euro before your birthday affects your long term health? We know that malnutrition during pregnancy resolves in babies who grow up to have cardiovascular disease. That is more likely. We know this from studies during the Dutch famine. The babies of moms. Who did not have enough nutrition and we're actually during this famine or followed for 40 years. They were fine to have higher rates of cardiovascular disease and diabetes. So what can be done? Well, more attention needs to be paid. Two pregnancy care and in general, health in neutral. We need to optimize Women's Health. Their Wellness and nutrition. In particular, we have to think about those who are less fortunate and those who are actually living in poverty now. If you imagine the world in which we haven't. 80% rate of childhood. Food insecurity. In some cities, that translates into a family affected by this famine. Which later translates into higher rates. Of cardiovascular disease in 30 or 40 years from now. So the real way to attack public health is from pregnancy. That can make a massive difference. In the health of mom, baby, and eventually. The entire family.",7.0
"As we sit in this room together. Women will die around the world from preventable causes. Every year, 800 women die from maternal morbidity and mortality. From things that are preventable. This is amazing. That happens. Even in developed countries and in the United States, that number is higher and higher and higher. There are things to be done together in around healthcare system to prevent them.",8.0
"So in the US there is a. Still 70% gender gap. It's unbelievable. Mostly because women make less than men in many, many. Settings. But we are behind, if you can imagine, in 500 BC. The land women owned over 40% of the land. That's incredible. This. Is not surely occurring now, and you can see that even in when my mother was in medical school in 1959. 40% of her class warden women. It is also not the case here. We have to do better about that by empowering women in economically. In otherwise.",6.0
"Tell Tiffany her baby and society. We must focus on her health. She is the woman of the family, then the caregiver. Please give to Women's Health by going to this link. Signing up to partner with us in this important, important consortium and endeavour.",8.0
"Did you know that one in seven babies are born before their due date in Detroit? And this is on the rise in the US. Preterm birth is the leading cause of infant mortality worldwide, and there are 15 million babies born a year. Return these risks are much higher in two, and ethnic disparities are huge, with Hispanic and black Americans being 62% risk higher than other ethnic groups. Our office works daily. To research and implement evidence based strategies to decrease these health care disparities in pregnant women and in women overall, we focus our efforts in Detroit, but are now expanding statewide. With efforts like this, EMM bring a large coalition together. We can make a difference because we will impact, impact all groups. Around the state and hopefully translate this nationally.",
"So I speak very low, very fast, and I mumble as you all know now that you've met me. So this had many many ah ha moments. So Lisa stress many things. 13 big ones for me. Take a breath. Connect. And slow down. All of those helped me to think about Annunciating too, because each time I would try to connect with data, information or other trains of thought, it would all be so quick and given at the same time that I think that you can always follow it. So I'm very grateful for this chance and it has helped me tremendously and I will also try to go forward doing it daily, daily time in any conversation I think will help me work wonders.",8.0
"Today I'll be walking you through how to do the perfect pour for your next Heineken. You're going to start with eh rinsed out glass. Imagine this is my glass. You're going to. Hold it at a 45 degree angle while you pull down the spout and fill the glass with beer. When the glass. Fills to the edge. You're going to flip it upright and continue to pour until the beer reaches the tip of the glass. After that, you're going to turn off the spout. Place the beer down. Take a wet skimmer. Skim off the top of the beer. So it locks in the combination of the beer. And then if you're head of phone reaches the arms of the star, that means you have the perfect combination of beer to foam and you have the perfect pour. This is essential for having a beer that is flavorful and is going to travel well while you're serving it to your guests. And it. It's going to have the best experience for everyone who's enjoying. Um, this is something that we've learned at Heineken to make sure that we are giving the best flavor experience. It's also very important to have the lines within the bar that's serving the beer from the um. Tags to be very clean because that is another reason why the beer might not be giving the best experience. So I hope you enjoy your next Heineken, and I hope it's the perfect for.",6.0
"Imagine you're watching your favorite TV program. Maybe it's sports. Maybe it's the latest. ROM com on TV. What it do all these shows have in common? They have ads in between them, the series. You're going to be exposed to so many different ads. How many do you really remember? Do you remember what the brand was of the ad? That's what I want to talk to you today about. Branding. And memorable advertising is essential to having effective TV spend. Advertising must both be. Engaging and influencing Tavern engaging ad you need to make sure that you're locking in the audience and capturing attention for the whole ad. On top of that, it has to be emotionally engaging. Meaning that. There has to be peaks and valleys in the emotional experience that the consumer goes through watching it. To be influential. There has to be a strong reason for the viewers to be interested in the product, is there? Enough about the brand, enough about the product so that the consumer could understand. There also has to be a strong correlation in the ad and the narrative to the brand. Does the brand or product have a key role in the story? Does it show a positive outcome related to the brand? These are all key questions to consider in the next TV ad that you work on.",8.0
"Imagine you're watching your favorite TV program and it cuts out to an ad. What kind of ad? Is the most effective for you. It's the same for all consumers. The most effective ads are both. Engaging and influential tapping and engaging ad. It needs to capture the viewers attention from start to finish. Meaning. That it is emerged it's. Worth paying attention to throughout and has clear vocal points. It also needs to be emotionally engaging. Meaning that there's a clear narrative with a start. Middle and end. With a clear tension or issue that is resolved. Then to be influential, there has to be a reason to make it a desirable product and have a brand that's memorable to the viewer.",
"Imagine that your house was destroyed by a flood or wildfire or another natural disaster. That is the reality for so many Americans and people around the world today. In the last 20 years, there's been almost 500 natural weather related disasters in the US alone. This is all due to climate change and the increase in natural disasters that were experiencing due to these environmental issues. Luckily, there's something we can still do about it. If everyone comes together, including the brands of today, to fight this by reducing water consumption, reducing the impact that we have on the ozone layer, there's something that can be done. However, only four in ten Americans consider living environmentally friendly as a top priority for them. We as brands of tomorrow need to make. These decisions for consumers clear, easy, convenient and affordable to make sure that everyone is able to make their part in climate change a reality. And make a change for the next generation.",7.0
"Michael Jordan was an amazing athlete. This is something we all know, but do you know how many points he scored over the lifetime of his career? In his career that lasted 15 years. He was he scored 33,000 points. That is 30 points for each of the roughly 1000 games that he participated in. This is truly an incredible feat and something to really admire this athlete for. Yeah.",7.0
"I'm going to ask you to close your eyes and imagine that you're spending time with loved ones. Maybe their loved ones you have in your life today, like a spouse or your kids. Or maybe it's the loved ones you'll have in the future, like grandkids. Don't you want this beautiful sunny day to go on forever, have the energy to participate in the things that they enjoy? If you take care of your health and Wellness, you can extend this period of your life. And enjoy these kind of moments for longer. But again, the amount of ****.",7.0
Taking care of your health can start today. I want you all to go into your phone and put on your calendar 2 workouts that you want to do this week. And a plan for next week as well. Maybe it's starting with a walk. Maybe it's getting back to the gym. It doesn't matter as long as it's something that you will be able to do immediately and consistently.,7.0
